Year,Make,Model,average buyer rating,# of buyers,average seller rating,# of sellers,,,adjusted buyer ranking,adjusted sellers ranking,,buyer rating reliability,seller rating reliability,,final ranking
2018,Mercedes-Benz,GLE 350 Base 4MATIC,4.7,408,4.62,4776,,,4.7,4.62,,100.0,100.0,,4.66
2017,Honda,Pilot Elite,4.7,285,4.7,1058,,,4.7,4.7,,100.0,100.0,,4.7
2015,BMW,428 i xDrive,4.8,44,3.7,54,,,4.14,3.7,,33.63,99.85,,3.81
2008,Lexus,RX 350 Base,4.6,79,3.7,44,,,4.56,3.69,,96.4,98.58,,4.12
2019,Toyota,Camry XSE,4.8,1545,4.42,16107,,,4.8,4.42,,100.0,100.0,,4.61
2019,Audi,A4 2.0T Premium,4.8,126,4.69,3251,,,4.8,4.69,,99.98,100.0,,4.74
2017,BMW,X5 xDrive35i,4.7,847,4.68,8095,,,4.7,4.68,,100.0,100.0,,4.69
2021,Kia,Telluride SX,4.9,1092,4.62,17312,,,4.9,4.62,,100.0,100.0,,4.76
2020,Mercedes-Benz,GLC 300 Base 4MATIC,4.8,910,4.64,14658,,,4.8,4.64,,100.0,100.0,,4.72
2015,Toyota,4Runner Limited,4.7,658,4.72,9369,,,4.7,4.72,,100.0,100.0,,4.71
2021,GMC,Yukon Denali,4.0,552,4.59,19790,,,4.0,4.59,,100.0,100.0,,4.29
2018,Ford,F-150 XL,4.8,1634,4.41,2089,,,4.8,4.41,,100.0,100.0,,4.61
2021,Mazda,CX-9 Carbon Edition,4.8,17,4.0,116,,,3.82,4.0,,2.32,100.0,,4.0
2017,Chevrolet,Equinox Premier,4.7,1120,4.69,1241,,,4.7,4.69,,100.0,100.0,,4.7
2017,Lexus,RX 350 350,4.7,522,4.6,512,,,4.7,4.6,,100.0,100.0,,4.65
2020,BMW,X7 xDrive40i,4.9,682,4.72,34088,,,4.9,4.72,,100.0,100.0,,4.81
2020,Ford,Edge Sport,4.9,423,4.7,2292,,,4.9,4.7,,100.0,100.0,,4.8
2020,Lincoln,Aviator Reserve AWD,4.0,1320,4.72,15593,,,4.0,4.72,,100.0,100.0,,4.36
2016,Subaru,Crosstrek 2.0i Premium,4.6,545,4.45,718,,,4.6,4.45,,100.0,100.0,,4.53
2018,Subaru,Crosstrek 2.0i Limited,4.8,343,4.6,687,,,4.8,4.6,,100.0,100.0,,4.7
2020,Audi,Q5 45 Prestige,4.8,120,4.76,5769,,,4.8,4.76,,99.96,100.0,,4.78
2018,Volvo,V90 Cross Country T5,4.9,19,4.7,1678,,,3.93,4.7,,2.89,100.0,,4.68
2014,Honda,Accord EX-L,4.7,352,3.4,13,,,4.7,2.46,,100.0,6.43,,4.56
2011,Nissan,Murano SL,4.4,65,5.0,1,,,4.25,4.0,,84.55,0.47,,4.24
2021,Toyota,4Runner Nightshade,4.9,168,4.3,5164,,,4.9,4.3,,100.0,100.0,,4.6
2018,Hyundai,Elantra SEL,4.8,1008,4.6,84,,,4.8,4.6,,100.0,100.0,,4.7
2018,Porsche,Cayenne Base,4.8,13,4.7,114,,,3.81,4.7,,1.49,100.0,,4.69
2018,Honda,HR-V LX,4.7,205,4.2,100,,,4.7,4.2,,100.0,100.0,,4.45
2018,Subaru,Forester 2.5i Limited,4.8,1515,4.7,6603,,,4.8,4.7,,100.0,100.0,,4.75
2020,Ford,Edge ST,4.9,423,4.72,1388,,,4.9,4.72,,100.0,100.0,,4.81
2020,Hyundai,Palisade Limited,4.7,2409,4.71,6606,,,4.7,4.71,,100.0,100.0,,4.71
2020,Nissan,Rogue SL,4.8,1463,4.67,11716,,,4.8,4.67,,100.0,100.0,,4.73
2019,Buick,Encore Preferred,4.7,6370,4.72,21899,,,4.7,4.72,,100.0,100.0,,4.71
2018,Jeep,Grand Cherokee Limited,4.8,12245,4.67,27999,,,4.8,4.67,,100.0,100.0,,4.73
2018,Toyota,RAV4 Hybrid XLE,4.8,345,4.67,2077,,,4.8,4.67,,100.0,100.0,,4.73
2019,Cadillac,XT4 Sport,4.2,1712,4.7,5028,,,4.2,4.7,,100.0,100.0,,4.45
2013,Kia,Soul +,4.5,212,4.2,74,,,4.5,4.2,,100.0,100.0,,4.35
2015,Chevrolet,Silverado 1500 LTZ,4.6,750,4.7,1543,,,4.6,4.7,,100.0,100.0,,4.65
2015,Acura,TLX Tech,4.5,250,4.49,822,,,4.5,4.49,,100.0,100.0,,4.49
2021,Acura,RDX Advance Package,4.8,84,4.7,880,,,4.78,4.7,,97.92,100.0,,4.74
2020,Honda,CR-V Hybrid Touring,4.5,44,4.7,841,,,3.84,4.7,,33.63,100.0,,4.48
2019,Tesla,Model 3 Standard Range Plus,4.9,165,4.52,3622,,,4.9,4.52,,100.0,100.0,,4.71
2016,Toyota,Highlander Limited Platinum,4.8,184,4.9,165,,,4.8,4.9,,100.0,100.0,,4.85
2020,Chevrolet,Equinox 1LT,4.7,2760,4.76,18420,,,4.7,4.76,,100.0,100.0,,4.73
2018,INFINITI,QX30 Premium,4.3,222,4.76,11329,,,4.3,4.76,,100.0,100.0,,4.53
2019,Mercedes-Benz,GLS 450 GLS 450,5.0,10,4.9,354,,,4.01,4.9,,1.06,100.0,,4.89
2020,Land,Rover Range Rover Evoque SE,4.1,272,4.66,8377,,,4.1,4.66,,100.0,100.0,,4.38
2022,Acura,MDX Base,4.9,16,3.3,139,,,3.92,3.3,,2.08,100.0,,3.31
2020,Acura,TLX A-Spec,4.9,224,4.78,6495,,,4.9,4.78,,100.0,100.0,,4.84
2021,Toyota,Highlander Hybrid Limited,4.7,32,4.7,1464,,,3.82,4.7,,11.51,100.0,,4.61
2020,Nissan,Rogue Sport S,4.7,871,4.77,13025,,,4.7,4.77,,100.0,100.0,,4.73
2003,Lexus,ES 300 Base (A5),4.8,50,3.1,354,,,4.3,3.1,,50.0,100.0,,3.5
2010,Buick,Enclave 2XL,4.4,65,3.1,354,,,4.25,3.1,,84.55,100.0,,3.62
2021,RAM,1500 Big Horn,4.8,920,4.65,17094,,,4.8,4.65,,100.0,100.0,,4.72
2020,Tesla,Model 3 Performance,4.3,160,4.67,6959,,,4.3,4.67,,100.0,100.0,,4.48
2020,Lincoln,Aviator Black Label AWD,4.0,264,3.94,53,,,4.0,3.94,,100.0,99.81,,3.97
2015,BMW,328 i xDrive,4.7,321,4.7,333,,,4.7,4.7,,100.0,100.0,,4.7
2019,Chevrolet,Tahoe LT,4.6,910,4.64,14886,,,4.6,4.64,,100.0,100.0,,4.62
2013,Toyota,Highlander SE,4.7,140,4.8,1431,,,4.7,4.8,,100.0,100.0,,4.75
2021,Mazda,CX-5 Grand Touring,4.8,1428,4.48,6202,,,4.8,4.48,,100.0,100.0,,4.64
2019,Mercedes-Benz,GLS 450 Base 4MATIC,5.0,350,4.71,38291,,,5.0,4.71,,100.0,100.0,,4.85
2014,Land,Rover Range Rover Sport Supercharged HSE,4.7,26,4.2,58,,,3.76,4.2,,6.18,99.94,,4.17
2014,Lincoln,MKZ Base,4.7,136,4.69,2759,,,4.7,4.69,,99.99,100.0,,4.69
2020,Mercedes-Benz,GLA 250 Base,4.9,78,4.6,6402,,,4.86,4.6,,95.98,100.0,,4.73
2021,Toyota,Tacoma SR5,4.8,1105,4.62,20056,,,4.8,4.62,,100.0,100.0,,4.71
2017,Acura,ILX w/AcuraWatch Plus,4.7,38,3.5,63,,,3.9,3.5,,20.42,99.98,,3.57
2013,Toyota,Prius Three,4.6,147,4.9,3037,,,4.6,4.9,,100.0,100.0,,4.75
2013,Lexus,GX 460 460,4.4,34,4.78,3860,,,3.54,4.78,,14.02,100.0,,4.63
2016,Dodge,Charger R/T Scat Pack,4.8,173,3.7,3,,,4.8,2.71,,100.0,0.73,,4.78
2017,Mercedes-Benz,E-Class E 300 4MATIC,4.8,158,4.47,540,,,4.8,4.47,,100.0,100.0,,4.63
2020,Acura,TLX V6,4.9,64,4.67,988,,,4.73,4.67,,83.01,100.0,,4.7
2019,BMW,M550 i xDrive,4.5,12,4.76,6916,,,3.51,4.76,,1.33,100.0,,4.74
2015,Acura,TLX V6 Advance,4.5,250,4.8,5160,,,4.5,4.8,,100.0,100.0,,4.65
2020,Dodge,Durango GT,4.9,276,4.63,2528,,,4.9,4.63,,100.0,100.0,,4.76
2004,Jeep,Grand Cherokee Limited,4.2,135,4.8,367,,,4.2,4.8,,99.99,100.0,,4.5
2020,BMW,740 i,5.0,6,4.73,3849,,,4.01,4.73,,0.68,100.0,,4.73
2021,Audi,Q8 55 Premium,5.0,21,4.75,4715,,,4.04,4.75,,3.6,100.0,,4.73
2019,BMW,X3 xDrive30i,4.7,5346,4.65,33514,,,4.7,4.65,,100.0,100.0,,4.68
2018,Tesla,Model S 75D,4.8,117,4.51,5721,,,4.8,4.51,,99.95,100.0,,4.65
2014,Subaru,XV Crosstrek 2.0i Premium,4.4,58,4.4,36,,,4.11,4.32,,71.23,92.09,,4.23
2020,BMW,X3 xDrive30i,4.9,1479,4.77,38948,,,4.9,4.77,,100.0,100.0,,4.83
2017,BMW,X3 xDrive28i,4.8,801,4.62,3226,,,4.8,4.62,,100.0,100.0,,4.71
2017,Kia,Sorento SX,4.8,488,4.0,4,,,4.8,3.01,,100.0,0.91,,4.78
2019,Land,Rover Discovery HSE,3.4,16,3.46,9,,,2.42,2.49,,2.08,2.74,,2.46
2020,BMW,X3 sDrive30i,4.9,663,4.67,17204,,,4.9,4.67,,100.0,100.0,,4.79
2021,Mercedes-Benz,GLE 350,4.8,17,4.8,1552,,,3.82,4.8,,2.32,100.0,,4.78
2020,BMW,750 i xDrive,5.0,15,4.7,2116,,,4.02,4.7,,1.86,100.0,,4.69
2017,Lexus,GS 350 F Sport,4.9,90,4.8,2902,,,4.89,4.8,,98.94,100.0,,4.84
2021,Toyota,Highlander Limited,4.9,186,4.71,2728,,,4.9,4.71,,100.0,100.0,,4.8
2019,Subaru,Outback 2.5i Limited,4.7,6026,4.7,30207,,,4.7,4.7,,100.0,100.0,,4.7
2019,Land,Rover Range Rover SV Autobiography Dynamic,4.5,16,4.7,114,,,3.52,4.7,,2.08,100.0,,4.68
2018,Toyota,Highlander Limited,4.8,2514,4.74,9132,,,4.8,4.74,,100.0,100.0,,4.77
2019,INFINITI,QX60 Luxe,4.6,3472,4.65,40219,,,4.6,4.65,,100.0,100.0,,4.62
2020,Honda,Passport EX-L,4.8,200,4.8,2863,,,4.8,4.8,,100.0,100.0,,4.8
2018,Toyota,RAV4 Limited,4.8,10010,4.68,18690,,,4.8,4.68,,100.0,100.0,,4.74
2014,Mazda,Mazda3 i SV,4.6,131,4.5,15,,,4.6,3.6,,99.99,9.7,,4.51
2020,Kia,Stinger GT2,4.8,24,4.6,1642,,,3.85,4.6,,4.99,100.0,,4.56
2021,Audi,A6 55 Premium Plus,5.0,6,4.77,1744,,,4.01,4.77,,0.68,100.0,,4.76
2020,Ford,Mustang GT,4.9,68,5.0,10,,,4.78,4.03,,88.49,3.4,,4.76
2019,Tesla,Model 3 Performance,4.9,33,4.6,327,,,4.03,4.6,,12.71,100.0,,4.54
2020,Ford,Fusion Hybrid Titanium,5.0,12,4.3,2284,,,4.01,4.3,,1.33,100.0,,4.3
2018,Dodge,Durango GT,4.8,1898,4.69,10649,,,4.8,4.69,,100.0,100.0,,4.75
2016,Toyota,4Runner Limited,4.7,560,4.87,6218,,,4.7,4.87,,100.0,100.0,,4.79
2018,Mercedes-Benz,C-Class C 300,4.8,1716,4.64,37546,,,4.8,4.64,,100.0,100.0,,4.72
2018,Jeep,Wrangler Unlimited Sahara,4.6,416,4.48,1190,,,4.6,4.48,,100.0,100.0,,4.54
2016,Subaru,Forester 2.5i Touring,4.5,156,4.8,732,,,4.5,4.8,,100.0,100.0,,4.65
2019,Chevrolet,Equinox Premier w/1LZ,4.5,830,4.6,3210,,,4.5,4.6,,100.0,100.0,,4.55
2019,Volkswagen,Jetta 1.4T S,4.5,1548,4.72,5396,,,4.5,4.72,,100.0,100.0,,4.61
2016,Ford,Mustang GT,4.7,916,4.8,7284,,,4.7,4.8,,100.0,100.0,,4.75
2017,Ford,Focus RS Base,4.7,31,4.7,1169,,,3.8,4.7,,10.4,100.0,,4.62
2021,Honda,Pilot EX-L,4.8,1386,4.79,70410,,,4.8,4.79,,100.0,100.0,,4.79
2018,Alfa,Romeo Stelvio Base,4.7,216,4.83,4469,,,4.7,4.83,,100.0,100.0,,4.76
2016,Jaguar,F-TYPE S,4.6,35,4.6,33,,,3.75,4.46,,15.45,85.63,,4.35
2020,Ford,EcoSport S,4.7,124,4.18,727,,,4.7,4.18,,99.98,100.0,,4.44
2019,Nissan,Murano SL,4.9,1248,4.57,9218,,,4.9,4.57,,100.0,100.0,,4.74
2004,Ford,F-150 XLT SuperCrew,4.5,113,5.0,1,,,4.5,4.0,,99.92,0.47,,4.5
2019,Audi,RS 5 2.9T,4.8,176,4.71,7369,,,4.8,4.71,,100.0,100.0,,4.75
2013,BMW,X3 xDrive28i,4.2,492,4.37,1361,,,4.2,4.37,,100.0,100.0,,4.29
2015,Volkswagen,Golf TSI S 2-Door,4.7,71,4.4,1445,,,4.62,4.4,,91.53,100.0,,4.5
2020,Toyota,Avalon XSE,4.9,17,3.6,20,,,3.92,2.85,,2.32,24.68,,2.94
2019,Lexus,RX 350 350,4.8,4080,4.76,37937,,,4.8,4.76,,100.0,100.0,,4.78
2018,Honda,Accord Touring 2.0T,4.8,652,4.6,85,,,4.8,4.6,,100.0,100.0,,4.7
2020,GMC,Sierra 1500 Elevation,4.8,198,4.54,1169,,,4.8,4.54,,100.0,100.0,,4.67
2011,Volkswagen,Jetta SE,4.4,129,3.7,27,,,4.4,3.31,,99.99,60.98,,3.99
2012,Volkswagen,Tiguan SE,4.5,159,3.52,69,,,4.5,3.52,,100.0,99.99,,4.01
2016,BMW,X3 xDrive28i,4.6,280,4.65,1009,,,4.6,4.65,,100.0,100.0,,4.62
2019,Toyota,Corolla SE,4.8,501,4.46,6708,,,4.8,4.46,,100.0,100.0,,4.63
2019,MINI,Convertible Cooper,4.7,11,3.1,7,,,3.71,2.12,,1.19,1.77,,2.76
2020,Audi,Q5 45 Premium,4.8,90,4.6,1705,,,4.79,4.6,,98.94,100.0,,4.69
2018,Mazda,Mazda3 Sport,4.8,412,4.5,218,,,4.8,4.5,,100.0,100.0,,4.65
2019,Alfa,Romeo Stelvio Ti Sport,4.6,25,4.5,954,,,3.66,4.5,,5.56,100.0,,4.46
2017,Kia,Sorento LX,4.8,1952,4.61,12336,,,4.8,4.61,,100.0,100.0,,4.71
2018,Audi,Q5 2.0T Premium Plus,4.7,543,3.57,717,,,4.7,3.57,,100.0,100.0,,4.13
2019,Audi,A6 55 Premium Plus,4.6,184,4.61,4390,,,4.6,4.61,,100.0,100.0,,4.6
2019,BMW,X1 sDrive28i,4.7,153,4.64,7252,,,4.7,4.64,,100.0,100.0,,4.67
2016,Lexus,NX 200t Base,4.9,66,3.3,7,,,4.76,2.32,,85.98,1.77,,4.71
2021,Ford,Explorer XLT,4.8,183,4.69,1457,,,4.8,4.69,,100.0,100.0,,4.74
2014,Jeep,Cherokee Trailhawk,4.2,315,4.4,999,,,4.2,4.4,,100.0,100.0,,4.3
2017,Dodge,Charger SRT 392,4.8,151,3.0,2,,,4.8,2.01,,100.0,0.59,,4.78
2016,Ford,F-150 Lariat,4.6,391,4.8,1763,,,4.6,4.8,,100.0,100.0,,4.7
2016,Hyundai,Veloster Turbo,4.5,112,3.6,18,,,4.5,2.77,,99.91,17.34,,4.24
2021,Toyota,Sienna XSE 7 Passenger,4.3,28,4.7,1902,,,3.38,4.7,,7.63,100.0,,4.61
2017,Lincoln,MKZ Hybrid Reserve,4.9,28,1.0,4,,,3.98,0.01,,7.63,0.91,,3.55
2019,Toyota,RAV4 LE,4.6,9324,4.62,29808,,,4.6,4.62,,100.0,100.0,,4.61
2016,Ford,Explorer Limited,4.5,1540,4.55,5663,,,4.5,4.55,,100.0,100.0,,4.53
2017,Chevrolet,Equinox LT,4.7,2520,4.66,5369,,,4.7,4.66,,100.0,100.0,,4.68
2019,Mazda,CX-9 Touring,5.0,624,4.84,42784,,,5.0,4.84,,100.0,100.0,,4.92
2019,Subaru,Impreza 2.0i Sport,4.6,90,4.2,44,,,4.59,4.19,,98.94,98.58,,4.39
2017,Subaru,Forester 2.5i Premium,4.7,318,4.7,192,,,4.7,4.7,,100.0,100.0,,4.7
2013,Audi,A6 2.0T Premium Plus quattro,4.8,49,4.2,5,,,4.27,3.21,,47.17,1.14,,4.25
2017,Volvo,XC60 T6 Dynamic,4.8,89,4.6,284,,,4.79,4.6,,98.81,100.0,,4.69
2021,Jeep,Grand Cherokee 80th Anniversary,4.7,58,4.6,284,,,4.41,4.6,,71.23,100.0,,4.52
2010,Toyota,Camry LE,4.6,149,3.1,12,,,4.6,2.15,,100.0,5.21,,4.48
2016,Toyota,Highlander Limited,4.8,368,4.9,3965,,,4.8,4.9,,100.0,100.0,,4.85
2019,Ford,F-150 Raptor,4.8,2125,4.61,4913,,,4.8,4.61,,100.0,100.0,,4.71
2016,Toyota,4Runner SR5 Premium,4.7,140,4.4,38,,,4.7,4.35,,100.0,94.79,,4.53
2019,Mercedes-Benz,C-Class C 300 4MATIC,4.8,1640,4.7,26961,,,4.8,4.7,,100.0,100.0,,4.75
2015,Toyota,RAV4 Limited,4.6,1071,4.66,299,,,4.6,4.66,,100.0,100.0,,4.63
2019,Audi,SQ5 3.0T Premium,4.8,49,4.71,10114,,,4.27,4.71,,47.17,100.0,,4.57
2016,Lexus,IS 300 Base,4.8,17,4.4,191,,,3.82,4.4,,2.32,100.0,,4.39
2018,Mercedes-Benz,GLS 450 Base 4MATIC,4.8,78,4.66,4337,,,4.76,4.66,,95.98,100.0,,4.71
2021,Lexus,NX 300 Base,4.8,38,4.68,2987,,,4.0,4.68,,20.42,100.0,,4.57
2019,Lincoln,MKZ Reserve I,4.9,128,4.82,3851,,,4.9,4.82,,99.99,100.0,,4.86
2018,Toyota,RAV4 Hybrid Limited,4.8,230,4.45,2588,,,4.8,4.45,,100.0,100.0,,4.62
2020,BMW,M340 i,4.9,145,4.77,5632,,,4.9,4.77,,100.0,100.0,,4.83
2018,Honda,Accord EX-L,4.8,7172,4.76,17241,,,4.8,4.76,,100.0,100.0,,4.78
2019,Cadillac,XT5 Luxury,4.6,9682,4.73,92244,,,4.6,4.73,,100.0,100.0,,4.67
2020,Mercedes-Benz,AMG GLC 43 Base 4MATIC,5.0,4,4.7,205,,,4.01,4.7,,0.54,100.0,,4.7
2019,Lexus,RX 350,4.8,816,4.78,5432,,,4.8,4.78,,100.0,100.0,,4.79
2018,Mercedes-Benz,C-Class C 300 4MATIC,4.8,264,4.49,4170,,,4.8,4.49,,100.0,100.0,,4.64
2005,Toyota,Camry LE,4.6,129,4.1,10,,,4.6,3.13,,99.99,3.4,,4.55
2011,Nissan,Maxima 3.5 SV,4.5,75,4.1,49,,,4.44,4.1,,94.44,99.53,,4.27
2021,Honda,CR-V EX-L,4.9,1199,4.74,11483,,,4.9,4.74,,100.0,100.0,,4.82
2022,Tesla,Model 3 Long Range,4.8,10,4.58,3161,,,3.81,4.58,,1.06,100.0,,4.57
2015,Volvo,XC60 T6,4.7,64,4.7,92,,,4.53,4.7,,83.01,100.0,,4.62
2019,Alfa,Romeo Stelvio Ti,4.6,200,4.32,4767,,,4.6,4.32,,100.0,100.0,,4.46
2019,Audi,SQ5 Premium Plus,4.8,14,4.6,476,,,3.82,4.6,,1.66,100.0,,4.59
2021,Toyota,Tacoma,4.8,170,4.82,3408,,,4.8,4.82,,100.0,100.0,,4.81
2018,Land,Rover Range Rover Velar P380 S,4.0,164,4.6,1062,,,4.0,4.6,,100.0,100.0,,4.3
2021,Audi,Q7 55 Premium Plus,4.7,36,4.82,3088,,,3.87,4.82,,16.99,100.0,,4.68
2019,Cadillac,XT4 Premium Luxury,4.2,2033,4.58,17666,,,4.2,4.58,,100.0,100.0,,4.39
2019,Honda,Ridgeline RTL-E,4.8,330,4.77,5367,,,4.8,4.77,,100.0,100.0,,4.78
2018,Dodge,Durango R/T,4.8,438,4.55,4797,,,4.8,4.55,,100.0,100.0,,4.67
2020,Lamborghini,Urus,4.7,2,4.8,640,,,3.7,4.8,,0.43,100.0,,4.8
2015,BMW,435 i,4.8,27,3.1,7,,,3.87,2.12,,6.87,1.77,,3.51
2020,Mercedes-Benz,GLE 350 4MATIC,4.3,75,4.5,426,,,4.24,4.5,,94.44,100.0,,4.38
2018,Audi,S4 3.0T Premium Plus,4.8,76,4.63,902,,,4.75,4.63,,95.01,100.0,,4.69
2020,Toyota,Supra 3.0,4.4,20,1.7,16,,,3.43,0.82,,3.23,11.83,,1.38
2014,Audi,Q5 2.0T Premium Plus,4.7,228,4.69,1016,,,4.7,4.69,,100.0,100.0,,4.69
2020,Porsche,Macan S,4.5,115,4.69,5249,,,4.5,4.69,,99.94,100.0,,4.59
2020,Cadillac,XT5 Premium Luxury,4.8,184,4.63,3971,,,4.8,4.63,,100.0,100.0,,4.71
2017,Maserati,Levante S,4.4,60,4.9,23084,,,4.16,4.9,,75.64,100.0,,4.58
2020,Ford,F-150 Lariat,4.8,3723,4.55,16254,,,4.8,4.55,,100.0,100.0,,4.67
2021,Lexus,ES 350 Base,5.0,55,4.51,1200,,,4.64,4.51,,63.8,100.0,,4.56
2018,Mercedes-Benz,GLE 350 Base,4.7,357,4.64,8493,,,4.7,4.64,,100.0,100.0,,4.67
2019,Hyundai,Santa Fe Ultimate 2.0T,4.8,612,4.69,3912,,,4.8,4.69,,100.0,100.0,,4.75
2017,Nissan,Murano Platinum,4.8,206,5.0,1,,,4.8,4.0,,100.0,0.47,,4.8
2020,Honda,Accord EX-L,4.8,151,5.0,5,,,4.8,4.01,,100.0,1.14,,4.79
2015,Mercedes-Benz,GLK-Class GLK 350,4.7,146,4.66,2633,,,4.7,4.66,,100.0,100.0,,4.68
2020,Volvo,XC60 T5 Momentum,4.9,195,3.99,2068,,,4.9,3.99,,100.0,100.0,,4.44
2019,Lincoln,Navigator Reserve,4.8,60,4.75,4159,,,4.56,4.75,,75.64,100.0,,4.67
2021,Dodge,Charger Scat Pack,4.9,84,4.3,9005,,,4.88,4.3,,97.92,100.0,,4.59
2018,Toyota,RAV4 LE,4.8,25410,4.71,43893,,,4.8,4.71,,100.0,100.0,,4.75
2021,Land,Rover Range Rover Westminster,5.0,2,3.7,7,,,4.0,2.72,,0.43,1.77,,2.97
2019,Ford,Edge SE,4.7,193,4.9,467,,,4.7,4.9,,100.0,100.0,,4.8
2020,Jeep,Cherokee Limited,4.8,912,4.77,4210,,,4.8,4.77,,100.0,100.0,,4.79
2020,Chevrolet,Suburban LT,4.8,98,4.59,2966,,,4.8,4.59,,99.57,100.0,,4.69
2020,GMC,Yukon SLT,4.9,288,4.62,9566,,,4.9,4.62,,100.0,100.0,,4.76
2018,BMW,X5 sDrive35i,4.8,132,4.49,961,,,4.8,4.49,,99.99,100.0,,4.64
2017,Mercedes-Benz,GLS 450 Base 4MATIC,4.9,481,4.65,13668,,,4.9,4.65,,100.0,100.0,,4.78
2020,Mercedes-Benz,E-Class E 350 4MATIC,5.0,20,4.7,1763,,,4.03,4.7,,3.23,100.0,,4.68
2018,Lexus,RX 350 350,4.8,900,4.77,6734,,,4.8,4.77,,100.0,100.0,,4.79
2020,Volvo,XC40 T5 Momentum,4.9,98,4.65,762,,,4.9,4.65,,99.57,100.0,,4.77
2021,Toyota,Highlander Platinum,4.9,186,4.52,294,,,4.9,4.52,,100.0,100.0,,4.71
2020,Hyundai,Elantra SEL,4.8,1742,4.45,4169,,,4.8,4.45,,100.0,100.0,,4.62
2017,Honda,CR-V Touring,4.8,2409,4.61,3611,,,4.8,4.61,,100.0,100.0,,4.71
2020,Nissan,Murano Platinum,4.9,76,4.7,1856,,,4.85,4.7,,95.01,100.0,,4.77
2018,Jeep,Grand Cherokee Trailhawk,4.8,1580,4.13,1256,,,4.8,4.13,,100.0,100.0,,4.46
2021,GMC,Acadia Denali,4.9,78,4.5,446,,,4.86,4.5,,95.98,100.0,,4.68
2019,Land,Rover Range Rover Velar P250 SE R-Dynamic,3.5,180,4.6,2550,,,3.5,4.6,,100.0,100.0,,4.05
2018,Nissan,Frontier S,4.6,109,4.7,724,,,4.6,4.7,,99.88,100.0,,4.65
2021,GMC,Yukon XL Denali,4.9,27,4.87,10802,,,3.97,4.87,,6.87,100.0,,4.81
2017,Lincoln,Navigator L Select,5.0,6,4.72,585,,,4.01,4.72,,0.68,100.0,,4.72
2019,Audi,Q5 2.0T Premium Plus,4.7,1680,4.69,38964,,,4.7,4.69,,100.0,100.0,,4.7
2018,BMW,X1 xDrive28i,4.8,1580,4.73,16599,,,4.8,4.73,,100.0,100.0,,4.77
2021,Toyota,Tundra,4.9,32,4.8,558,,,4.02,4.8,,11.51,100.0,,4.72
2021,Audi,Q5 Premium,4.6,32,4.6,476,,,3.72,4.6,,11.51,100.0,,4.51
2019,Jeep,Cherokee Limited,4.6,23856,4.74,76193,,,4.6,4.74,,100.0,100.0,,4.67
2020,Land,Rover Range Rover Velar S,4.3,143,4.69,6729,,,4.3,4.69,,100.0,100.0,,4.49
2020,Kia,Sportage LX,4.8,5742,4.69,32520,,,4.8,4.69,,100.0,100.0,,4.75
2021,Audi,Q7 45 Premium,4.7,48,4.4,704,,,4.14,4.4,,44.36,100.0,,4.32
2019,Volvo,S60 T6 Momentum,4.9,27,4.9,2143,,,3.97,4.9,,6.87,100.0,,4.84
2018,Acura,RDX Technology Package,4.8,470,4.71,2113,,,4.8,4.71,,100.0,100.0,,4.75
2014,Audi,Q5 3.0T Premium Plus,4.7,76,4.8,4649,,,4.65,4.8,,95.01,100.0,,4.73
2020,Nissan,Rogue S,4.8,1064,4.63,8678,,,4.8,4.63,,100.0,100.0,,4.71
2018,Ford,Edge Titanium,4.8,1856,4.39,6201,,,4.8,4.39,,100.0,100.0,,4.59
2020,BMW,X5 M50i,4.7,159,4.62,2337,,,4.7,4.62,,100.0,100.0,,4.66
2011,BMW,328 i xDrive,4.5,687,4.68,1996,,,4.5,4.68,,100.0,100.0,,4.59
2021,Honda,Passport EX-L,4.8,114,4.82,15749,,,4.8,4.82,,99.93,100.0,,4.81
2018,BMW,X3 M40i,4.8,320,4.12,327,,,4.8,4.12,,100.0,100.0,,4.46
2019,Subaru,Ascent Premium 8-Passenger,4.5,534,4.89,6944,,,4.5,4.89,,100.0,100.0,,4.7
2019,Toyota,Mirai Base,2.5,6,4.77,7190,,,1.51,4.77,,0.68,100.0,,4.75
2020,Mercedes-Benz,C-Class C 300,4.5,65,4.86,8317,,,4.35,4.86,,84.55,100.0,,4.62
2020,Toyota,RAV4 LE,4.7,3818,4.65,21603,,,4.7,4.65,,100.0,100.0,,4.68
2017,Toyota,Prius Four,4.7,134,4.0,50,,,4.7,4.0,,99.99,99.62,,4.35
2015,Mercedes-Benz,E-Class E 63 AMG S-Model 4MATIC,4.8,61,4.6,665,,,4.58,4.6,,77.67,100.0,,4.59
2015,Mercedes-Benz,GL-Class GL 450 4MATIC,4.7,36,4.7,1660,,,3.87,4.7,,16.99,100.0,,4.58
2017,Toyota,RAV4 Limited,4.8,1773,4.66,7406,,,4.8,4.66,,100.0,100.0,,4.73
2020,Tesla,Model X Long Range,4.2,35,3.84,1295,,,3.35,3.84,,15.45,100.0,,3.78
2019,Land,Rover Range Rover Velar P250 S,3.5,105,4.79,6478,,,3.5,4.79,,99.8,100.0,,4.14
2019,Lexus,RX 350 RX 350,4.8,204,4.8,1631,,,4.8,4.8,,100.0,100.0,,4.8
2021,Mitsubishi,Outlander Sport 2.0 ES,4.9,26,4.0,8,,,3.96,3.02,,6.18,2.2,,3.71
