Year,Make,Model,Used/New,Price
2017,Dodge,Charger SRT 392,Used,45991
2016,Ford,F-150 Lariat,Used,33980
2020,Hyundai,Santa Fe Limited 2.0T,Used,37993
2019,Volvo,XC60 T5 Momentum,Used,42962
2020,Acura,TLX FWD,Used,33899
2016,Hyundai,Veloster Turbo,Used,13999
2021,Toyota,Sienna XSE 7 Passenger,Used,64991
2017,Lincoln,MKZ Hybrid Reserve,Used,27993
2020,Nissan,Rogue SL,Used,30991
2019,Toyota,RAV4 LE,Used,29952
2016,Ford,Explorer Limited,Used,22000
2017,Chevrolet,Equinox LT,Used,18495
2014,Mercedes-Benz,E-Class E 350,Used,23491
2019,Mercedes-Benz,GLS 450 Base 4MATIC,Used,59987
2019,Mazda,CX-9 Touring,Used,32998
2019,Subaru,Impreza 2.0i Sport,Used,21498
2017,Subaru,Forester 2.5i Premium,Used,17854
2013,Audi,A6 2.0T Premium Plus quattro,Used,19990
2017,Volvo,XC60 T6 Dynamic,Used,26998
2021,Jeep,Grand Cherokee 80th Anniversary,Used,45700
2019,Jeep,Grand Cherokee Limited,Used,37690
2010,Toyota,Camry LE,Used,9099
2016,Toyota,Highlander Limited,Used,28995
2019,Ford,F-150 Raptor,Used,51951
2016,Toyota,4Runner SR5 Premium,Used,33499
2019,Mercedes-Benz,C-Class C 300 4MATIC,Used,34442
2015,Toyota,RAV4 Limited,Used,27450
2019,Audi,Q8 3.0T Premium,Used,69095
2018,BMW,X3 xDrive30i,Used,39995
2019,Audi,SQ5 3.0T Premium,Used,50000
2016,Lexus,IS 300 Base,Used,24995
2018,Mercedes-Benz,GLS 450 Base 4MATIC,Used,50906
2021,Lexus,NX 300 Base,Used,40788
2019,Lincoln,MKZ Reserve I,Used,33500
2019,BMW,X5 xDrive40i,Used,48481
2021,Chevrolet,Tahoe Z71,Used,69690
2018,Toyota,RAV4 Hybrid Limited,Toyota Certified,30995
2020,BMW,M340 i,Used,50000
2019,Lexus,RX 350 350,Used,48964
2018,Honda,Accord EX-L,Used,29900
2018,Mercedes-Benz,C-Class C 300,Mercedes-Benz Certified,29740
2019,BMW,X1 sDrive28i,Used,32054
2019,Cadillac,XT5 Luxury,Cadillac Certified,36873
2021,RAM,1500 Big Horn,Used,42548
2020,Mercedes-Benz,AMG GLC 43 Base 4MATIC,Used,61600
2021,RAM,1500 Big Horn,Used,41623
2019,INFINITI,QX80 Luxe,Used,46921
2021,RAM,1500 Big Horn,RAM Certified,46500
2020,INFINITI,QX60 Pure,Used,29249
2019,Lexus,RX 350,Used,45998
2018,Mercedes-Benz,C-Class C 300 4MATIC,Used,33000
2005,Toyota,Camry LE,Used,10990
2011,Nissan,Maxima 3.5 SV,Used,12999
2019,Volvo,XC60 T5 Momentum,Used,38881
2021,Honda,CR-V EX-L,Used,36000
2022,Tesla,Model 3 Long Range,Used,65499
2020,Tesla,Model 3 Performance,Used,60400
2015,Volvo,XC60 T6,Used,18987
2020,BMW,X3 M40i,Used,49999
2019,Alfa,Romeo Stelvio Ti,Used,36977
2019,Audi,SQ5 Premium Plus,Used,48288
2019,Jeep,Grand Cherokee Limited,Used,30082
2021,Toyota,Tacoma,Used,38000
2018,Land,Rover Range Rover Velar P380 S,Used,49952
2021,Audi,Q7 55 Premium Plus,Used,63791
2019,Lexus,RX 350 350,Used,46588
2019,Cadillac,XT4 Premium Luxury,Cadillac Certified,30291
2021,Porsche,Macan GTS,Used,86996
2019,Honda,Ridgeline RTL-E,Used,40000
2020,BMW,X3 M40i,Used,52998
2018,Dodge,Durango R/T,Used,41991
2020,Lamborghini,Urus,Used,262500
2020,BMW,X3 M40i,BMW Certified,53990
2012,Volkswagen,Tiguan SE,Used,7048
2019,BMW,330 i,BMW Certified,44995
2019,Audi,Q8 3.0T Premium,Used,60000
2015,BMW,435 i,Used,27975
2020,Mercedes-Benz,GLE 350 4MATIC,Used,52627
2018,BMW,X3 xDrive30i,Used,34321
2019,Subaru,Forester,Used,25975
2018,Audi,S4 3.0T Premium Plus,Used,41475
2020,Acura,MDX 3.5L,Used,38483
2020,Toyota,Supra 3.0,Used,59995
2014,Audi,Q5 2.0T Premium Plus,Used,18189
2020,Porsche,Macan S,Used,68880
2020,BMW,X5 sDrive40i,Used,56999
2019,BMW,330 i,BMW Certified,34998
2017,Honda,HR-V LX,Used,20888
2019,BMW,X3 xDrive30i,Used,30697
2019,Land,Rover Discovery HSE,Used,56388
2020,Cadillac,XT5 Premium Luxury,Used,38900
2017,Maserati,Levante S,Used,46000
2020,Toyota,Corolla SE,Toyota Certified,21978
2017,Chevrolet,Equinox Premier,Used,19991
2020,Ford,F-150 Lariat,Used,52636
2021,Toyota,4Runner Nightshade,Used,54983
2017,Hyundai,Tucson SE,Used,14900
2019,Toyota,4Runner Limited,Used,45657
2021,Lexus,ES 350 Base,Used,43859
2018,Mercedes-Benz,GLE 350 Base,Mercedes-Benz Certified,40999
2019,Hyundai,Santa Fe Ultimate 2.0T,Used,34950
2017,Nissan,Murano Platinum,Used,30479
2020,Honda,Accord EX-L,Used,27995
2015,Mercedes-Benz,GLK-Class GLK 350,Used,23784
2020,Volvo,XC60 T5 Momentum,Used,40998
2019,Lincoln,Navigator Reserve,Used,68991
2021,Dodge,Charger Scat Pack,Used,46300
2018,Toyota,RAV4 LE,Used,24500
2021,Land,Rover Range Rover Westminster,Used,115000
2019,Ford,Edge SE,Used,26000
2020,Jeep,Cherokee Limited,Used,30269
2017,BMW,X5 xDrive35i,Used,38480
2020,Subaru,Ascent Touring 7-Passenger,Used,43989
2020,Chevrolet,Suburban LT,Chevrolet Certified,58540
2020,GMC,Yukon SLT,Used,64998
2018,BMW,X5 sDrive35i,Used,38998
2019,Honda,CR-V EX-L,Honda Certified,33000
2017,Mercedes-Benz,GLS 450 Base 4MATIC,Used,42998
2016,Volvo,XC90 T6 Momentum,Used,26923
2020,Mercedes-Benz,E-Class E 350 4MATIC,Mercedes-Benz Certified,53999
2018,Dodge,Durango GT,Used,32452
2018,Lexus,RX 350 350,Used,38995
2020,Volvo,XC40 T5 Momentum,Used,36397
2019,Audi,Q8 3.0T Premium,Used,70999
2021,Toyota,Highlander Platinum,Used,50999
2020,Hyundai,Elantra SEL,Used,21990
2021,Acura,RDX Advance Package,Acura Certified,46856
2017,Honda,CR-V Touring,Honda Certified,29980
2019,Honda,Pilot EX-L,Used,31832
2020,Nissan,Murano Platinum,Used,38580
2020,Ford,Edge Titanium,Used,35490
2018,Jeep,Grand Cherokee Trailhawk,Used,37976
2021,GMC,Acadia Denali,Used,47995
2019,Land,Rover Range Rover Velar P250 SE R-Dynamic,Used,56900
2019,Jeep,Grand Cherokee Limited,Jeep Certified,33850
2017,Lexus,GS 350 F Sport,Used,39653
2019,Jeep,Grand Cherokee Altitude,Used,36479
2019,Honda,Pilot EX-L,Used,34891
2018,Nissan,Frontier S,Used,22987
2021,GMC,Yukon XL Denali,Used,88990
2021,GMC,Yukon XL Denali,Used,82990
2017,Lincoln,Navigator L Select,Used,41900
2019,Lexus,RX 350 350,Used,48963
2019,Audi,Q5 2.0T Premium Plus,Used,38965
2021,Honda,Pilot EX-L,Used,41200
2021,RAM,1500 Big Horn,Used,43191
2019,BMW,X5 xDrive40i,BMW Certified,54778
2018,BMW,X1 xDrive28i,Used,31590
2019,Mercedes-Benz,AMG GLE 43 4MATIC Coupe,Mercedes-Benz Certified,69900
2019,BMW,X5 xDrive40i,Used,51495
2019,Volkswagen,Jetta 1.4T S,Used,15999
2021,Toyota,Tundra,Used,49490
2021,Audi,Q5 Premium,Used,42613
2019,Jeep,Cherokee Limited,Used,24750
2020,Land,Rover Range Rover Velar S,Used,52500
2020,Kia,Sportage LX,Used,22891
2019,BMW,X3 sDrive30i,Used,17450
2021,Audi,Q7 45 Premium,Used,57078
2019,Volvo,S60 T6 Momentum,Volvo Certified,33899
2018,Audi,S5 3.0T Prestige,Used,38999
2018,Acura,RDX Technology Package,Used,31595
2014,Audi,Q5 3.0T Premium Plus,Used,19785
2020,Nissan,Rogue S,Used,21995
2018,Ford,Edge Titanium,Ford Certified,28507
2020,BMW,X5 M50i,Used,66450
2019,Volvo,XC40 T5 R-Design,Used,37615
2020,GMC,Sierra 1500 Elevation,GMC Certified,39999
2011,BMW,328 i xDrive,Used,10997
2021,Honda,Passport EX-L,Used,38788
2018,BMW,X3 M40i,Used,45991
2019,BMW,330 i xDrive,BMW Certified,38698
2018,BMW,X1 xDrive28i,BMW Certified,30698
2019,Subaru,Ascent Premium 8-Passenger,Used,31500
2019,Toyota,Mirai Base,Toyota Certified,23989
2019,Ford,F-150 XLT,Used,36800
2019,Porsche,Macan S,Used,65500
2020,Kia,Sorento LX,Used,24450
2020,Mercedes-Benz,C-Class C 300,Used,37792
2021,Audi,Q8 55 Premium,Used,72386
2020,Toyota,RAV4 LE,Used,30365
2017,Toyota,Prius Four,Used,28860
2015,Mercedes-Benz,E-Class E 63 AMG S-Model 4MATIC,Used,53893
2015,Mercedes-Benz,GL-Class GL 450 4MATIC,Used,33991
2019,Mercedes-Benz,C-Class C 300 4MATIC,Used,36392
2021,Tesla,Model Y Long Range,Used,78500
2019,Toyota,Mirai Base,Toyota Certified,20992
2017,Toyota,RAV4 Limited,Used,27932
2020,Tesla,Model X Long Range,Used,94981
2020,Acura,MDX 3.5L w/Technology Package,Used,42998
2019,Lexus,RX 350 350,Used,44592
2019,Land,Rover Range Rover Velar P250 S,Used,48945
2019,Lexus,RX 350 RX 350,Used,43739
2016,Subaru,Crosstrek 2.0i Premium,Used,25998
2021,Mitsubishi,Outlander Sport 2.0 ES,Used,26225
2018,Volvo,XC60 T6 Momentum,Used,40962
2019,Volvo,XC60 T6 Momentum,Used,42964
2021,Acura,RDX A-Spec,Acura Certified,45217
2019,Subaru,Ascent Limited 8-Passenger,Used,37000
2020,Acura,TLX FWD,Used,33798
2017,Mercedes-Benz,AMG G 63 Base,Mercedes-Benz Certified,127999
2019,Ford,Edge Titanium,Used,34980
2019,Chevrolet,Trax LS,Used,19985
2020,Lexus,GX 460 Base,Used,57998
2018,Lexus,GX 460 Base,Used,41880
2019,Jaguar,F-PACE 30t Prestige,Used,40880
2019,Audi,A7 3.0T Prestige,Used,51900
2018,Subaru,Outback 2.5i Premium,Used,21300
2021,Mazda,CX-5 Grand Touring,Used,30995
2018,Lexus,RX 350L L,Used,43998
2017,Nissan,Rogue SL,Used,25825
2021,Toyota,RAV4 XLE,Used,33000
2017,Toyota,RAV4 Limited,Used,32998
2019,Chevrolet,Trax LS,Used,22000
2019,Honda,CR-V EX-L,Used,31500
2021,Audi,Q5 45 Premium,Used,48991
2021,Mercedes-Benz,GLS 580 Base 4MATIC,Mercedes-Benz Certified,122999
2019,Mazda,CX-5 Grand Touring,Used,31330
2020,Jaguar,E-PACE SE,Used,46529
2020,RAM,1500 Laramie,Used,50890
2020,BMW,X5 sDrive40i,Used,47998
2014,Jeep,Grand Cherokee Limited,Used,16980
2017,Chevrolet,Camaro 2SS,Used,48308
2019,INFINITI,QX60 Luxe,Used,34489
2020,Nissan,Murano SV,Nissan Certified,30517
2014,BMW,Z4 sDrive35i,Used,34500
2019,Tesla,Model 3 Long Range,Used,56731
2019,Audi,Q8 3.0T Premium,Used,64297
2019,Cadillac,XT4 Sport,Cadillac Certified,36153
2020,Land,Rover Defender 110 HSE,Used,77900
2021,BMW,X4 xDrive30i,Used,56995
2018,Lexus,RX 350,Used,43027
2018,Acura,RDX Technology Package,Acura Certified,34987
2020,Lincoln,Corsair Reserve,Used,38988
2015,Chevrolet,Corvette Stingray,Used,51995
2021,Toyota,RAV4 LE,Toyota Certified,33045
2021,Kia,Telluride SX,Used,49640
2016,GMC,Sierra 1500 Denali,Used,43500
2019,Honda,Accord Sport,Used,27439
2020,Nissan,Frontier PRO-4X,Nissan Certified,36492
2021,Toyota,4Runner Limited,Used,52700
2019,Cadillac,XT5 Premium Luxury,Cadillac Certified,37855
2018,Honda,Civic LX,Used,16000
2020,Volvo,XC90 T6 Momentum 7 Passenger,Used,43419
2021,Tesla,Model Y Long Range,Used,72994
2021,Hyundai,Palisade Limited,Used,44922
2021,BMW,330 i,BMW Certified,44471
2019,Honda,Passport EX-L,Used,35708
2009,Ford,Focus SE,Used,3099
2019,Ford,F-150 Raptor,Used,70000
2018,Mercedes-Benz,E-Class E 300,Used,33888
2020,Kia,Sorento LX,Kia Certified,25899
2018,BMW,X5 xDrive35i,Used,40900
2020,Toyota,Highlander Hybrid Platinum,Used,51995
2020,Jeep,Gladiator Rubicon,Used,52800
2019,Cadillac,XT5 Luxury,Cadillac Certified,38499
2020,BMW,X3 M40i,Used,51995
2020,Jaguar,F-PACE 25t Prestige,Used,49975
2019,Honda,HR-V Sport,Used,14999
2014,Mercedes-Benz,E-Class E 350 4MATIC,Used,25024
2018,Land,Rover Range Rover HSE,Used,69995
2019,Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,Used,57595
2013,Lexus,GX 460 460,Used,31471
2021,Hyundai,Palisade Limited,Used,48777
2021,BMW,X3 xDrive30i,Used,46593
2020,Nissan,Rogue Sport S,Used,24999
2021,BMW,X3 xDrive30i,Used,46802
2019,Ford,Explorer XLT,Used,24999
2019,Land,Rover Range Rover Velar P250 S,Used,46489
2019,Ford,F-150 XLT,Used,41701
2018,Toyota,RAV4 Hybrid Limited,Used,34995
2020,Tesla,Model Y Long Range,Used,69898
2017,Acura,MDX 3.5L w/Technology Package,Used,33501
2018,BMW,328d xDrive,BMW Certified,40998
2020,Mazda,CX-9 Signature,Used,41748
2021,Lexus,ES 350 F Sport,Used,50895
2020,Tesla,Model Y Long Range,Used,70950
2018,Kia,Forte S,Used,17991
2019,INFINITI,QX80 Luxe,Used,56000
2014,GMC,Sierra 1500 SLT,Used,33490
2019,GMC,Terrain SLT,Used,28977
2016,Ford,Explorer Limited,Used,20000
2017,Toyota,RAV4 Hybrid Limited,Used,32656
2019,BMW,330 i,BMW Certified,37995
2020,Jaguar,E-PACE SE,Used,49998
2020,Mercedes-Benz,GLC 300 Base,Mercedes-Benz Certified,40998
2020,Dodge,Durango GT,Used,33694
2019,Dodge,Charger SXT,Used,19999
2019,Mercedes-Benz,AMG GLE 43 4MATIC Coupe,Used,62988
2008,BMW,335 335i,Used,7090
2020,Jaguar,F-PACE SVR,Used,78965
2007,BMW,750 Li,Used,7099
2019,Lincoln,MKZ Standard,Used,29689
2017,Mercedes-Benz,GLS 450 Base 4MATIC,Used,49391
2020,Hyundai,Elantra SEL,Used,19628
2019,Toyota,Highlander XLE,Used,40500
2017,Ford,Edge Titanium,Ford Certified,28999
2017,Hyundai,Santa Fe SE Ultimate,Used,27995
2017,Ford,Edge Titanium,Used,20995
2017,GMC,Acadia Denali,Used,32000
2016,Mercedes-Benz,E-Class E 350 4MATIC,Used,28434
2020,Chevrolet,Traverse LT Cloth,Used,27999
2015,BMW,X5 xDrive50i,Used,35900
2020,Mercedes-Benz,GLC 300 Base 4MATIC,Used,44977
2019,Jeep,Grand Cherokee Limited,Used,32857
2005,Honda,CR-V EX,Used,9042
2014,Audi,S4 3.0T Premium Plus,Used,29455
2020,RAM,1500 Laramie,RAM Certified,45574
2018,Lincoln,MKX Select,Used,29939
2018,Kia,Optima S,Used,14999
2019,Cadillac,XT5 Luxury,Cadillac Certified,38494
2021,Chevrolet,Tahoe Z71,Used,75491
2020,Mercedes-Benz,GLB 250 Base 4MATIC,Used,41500
2019,Land,Rover Range Rover Velar P250 SE R-Dynamic,Used,55900
2019,BMW,X5 xDrive40i,Used,55995
2021,Jeep,Grand Cherokee Limited,Used,49995
2019,Jeep,Grand Cherokee Limited,Used,37995
2019,BMW,X5 xDrive40i,Used,51794
2021,Kia,Telluride SX,Used,54997
2021,Dodge,Challenger R/T,Used,40552
2020,Toyota,Camry SE,Used,29138
2018,Lexus,RX 350,Used,39299
2019,GMC,Acadia Denali,Used,35998
2019,Lexus,RX 350 Base,Used,40390
2017,Mercedes-Benz,GLE 350 Base,Used,32995
2020,Mazda,CX-5 Grand Touring,Used,31888
2021,Tesla,Model Y Long Range,Used,70500
2020,Lexus,RX 350 Base,Used,45897
2020,INFINITI,QX60 Pure,INFINITI Certified,34992
2020,Volvo,XC90 T6 Momentum 7 Passenger,Volvo Certified,48998
2021,Volkswagen,Tiguan 2.0T SEL Premium R-Line,Used,40401
2014,Land,Rover Range Rover 5.0L Supercharged Autobiography,Used,55995
2015,Land,Rover Range Rover 3.0L Supercharged HSE,Used,45995
2021,Lexus,RX 350 F SPORT Appearance,Used,53188
2019,Volvo,XC60 T6 Inscription,Volvo Certified,42380
2015,Ford,Escape Titanium,Used,21000
2017,Chevrolet,Silverado 1500 2LT,Used,27400
2020,Porsche,Macan Base,Used,53533
2020,Lexus,RX 350 Base,Used,47000
2019,Audi,Q8 3.0T Premium,Used,61414
2019,BMW,330 i,Used,32800
2016,Nissan,Rogue SV,Used,17949
2016,Nissan,Rogue SV,Used,13499
2018,Jeep,Grand Cherokee Limited,Used,36999
2018,Lexus,GS 350 F Sport,Used,41999
2021,Tesla,Model 3 Long Range,Used,58000
2019,Nissan,Murano SL,Nissan Certified,30999
2019,Honda,CR-V EX-L,Used,29718
2019,Subaru,Outback 2.5i Limited,Used,29498
2018,Volvo,XC60 T5 Momentum,Used,35419
2019,Lexus,GX 460 Base,Used,46286
2019,BMW,330 i xDrive,Used,37522
2019,Audi,RS 5 2.9T,Used,79997
2020,BMW,X3 xDrive30i,BMW Certified,45553
2019,BMW,540 i xDrive,Used,49700
2019,Honda,CR-V EX-L,Honda Certified,32600
2019,Mazda,CX-5 Grand Touring,Used,31999
2017,Lexus,NX 200t F Sport,Used,31990
2018,Lexus,RX 450h 450H,Used,39235
2012,Lexus,ES 350 Base,Used,21999
2020,Honda,CR-V EX-L,Used,34988
2019,Subaru,Outback 3.6R Limited,Used,30975
2021,Tesla,Model Y Long Range,Used,73995
2019,Tesla,Model 3 Long Range,Used,57980
2020,Ford,Fusion Titanium,Used,23500
2019,BMW,330 i,BMW Certified,39605
2020,BMW,X5 xDrive40i,BMW Certified,61672
2017,Toyota,Tundra 1794,Used,45212
2021,Tesla,Model Y Long Range,Used,74000
2021,BMW,X5 xDrive40i,Used,60227
2019,Hyundai,Santa Fe XL Limited Ultimate,Used,36250
2021,Nissan,Titan PRO-4X,Used,34950
2015,Lexus,RX 350 Base,Used,23999
2021,BMW,X7 xDrive40i,Used,78000
2019,Audi,Q5 2.0T Premium Plus,Used,41992
2017,Mercedes-Benz,AMG G 63 Base,Used,119500
2013,Lexus,RX 350 Base,Used,18495
2017,Mercedes-Benz,AMG G 63 Base,Used,99885
2019,BMW,X4 xDrive30i,Used,45480
2019,Jeep,Grand Cherokee Limited,Used,42000
2021,Toyota,RAV4 XLE Premium,Used,39011
2018,Honda,Civic EX-T,Used,26580
2014,Mercedes-Benz,E-Class E 350,Used,15995
2021,GMC,Yukon Denali,Used,83795
2019,Ford,Escape Titanium,Ford Certified,31999
2020,Honda,Passport EX-L,Used,36785
2018,Toyota,RAV4 Limited,Toyota Certified,29885
2022,Hyundai,Tucson Limited,Used,36995
2019,BMW,X5 xDrive40i,Used,53499
2019,Cadillac,XT5 Luxury,Cadillac Certified,41349
2020,Jeep,Wrangler Unlimited Sahara,Used,48500
2017,Audi,Q7 3.0T Prestige,Used,32792
2019,Lexus,RX 350 350,Used,49937
2022,Genesis,GV70 3.5T Sport,Used,64995
2017,Cadillac,Escalade Luxury,Used,53000
2018,Subaru,Outback 2.5i Limited,Used,24695
2021,GMC,Yukon Denali,Used,84990
2020,Toyota,Camry XSE,Used,35988
2020,GMC,Acadia Denali,Used,49667
2021,Kia,Telluride SX,Used,55986
2016,BMW,740 i,Used,37998
2019,Lexus,RX 350,Used,42276
2020,Ford,Edge Titanium,Used,29184
2020,Buick,Envision Essence,Buick Certified,31000
2019,Cadillac,XT4 Premium Luxury,Cadillac Certified,38900
2021,Hyundai,Palisade Calligraphy,Used,50289
2016,Acura,MDX 3.5L AcuraWatch Plus Package,Used,22999
2020,Ford,Escape SEL,Used,28961
2020,Ford,Fusion SEL,Used,22949
2019,Honda,CR-V LX,Used,25500
2017,Honda,Accord EX-L,Used,23863
2019,Kia,Sorento LX,Used,25277
2020,Jeep,Grand Cherokee Limited,Used,37899
2020,Nissan,Murano SL,Used,39384
2018,Toyota,4Runner Limited,Used,45188
2019,GMC,Acadia SLT-1,Used,33201
2018,Audi,Q5 2.0T Tech Premium,Used,29998
2019,Lexus,RX 350 Base,Used,37995
2019,Volkswagen,Jetta 1.4T S,Used,16990
2019,Cadillac,CTS 2.0L Turbo Luxury,Cadillac Certified,33252
2019,BMW,X3 xDrive30i,Used,38598
2015,BMW,328 i xDrive,Used,22995
2019,Honda,CR-V Touring,Honda Certified,37750
2018,BMW,M550 M550i xDrive,Used,43995
2021,Toyota,Camry SE,Used,30995
2012,Mitsubishi,Outlander SE,Used,8000
2018,BMW,X1 xDrive28i,Used,32783
2019,Audi,RS 5 2.9T,Used,71481
2020,Jeep,Grand Cherokee Limited,Used,40998
2019,BMW,330 i xDrive,Used,36795
2019,BMW,X3 xDrive30i,Used,37489
2019,Lexus,GX 460 Base,Used,45498
2014,Mercedes-Benz,CLS-Class CLS 63 AMG S-Model 4MATIC,Used,50411
2021,Kia,Seltos S,Kia Certified,27391
2021,Tesla,Model Y Long Range,Used,70293
2020,Chrysler,Pacifica Touring-L,Used,39995
2015,Acura,TLX V6 Tech,Used,18300
2008,Chrysler,Aspen Limited,Used,4097
2019,Genesis,G80 3.8,Used,34999
2019,Mercedes-Benz,AMG GLE 43 4MATIC Coupe,Used,61199
2019,Honda,CR-V EX-L,Honda Certified,32297
2019,BMW,X1 xDrive28i,Used,32499
2019,BMW,X5 xDrive40i,Used,44295
2019,Mercedes-Benz,S-Class S 560 4MATIC,Mercedes-Benz Certified,75833
2019,BMW,X7 xDrive40i,Used,64060
2020,BMW,X3 xDrive30i,Used,38995
2018,Volvo,XC60 T5 Momentum,Used,34832
2019,Honda,CR-V EX-L,Honda Certified,33040
2019,Kia,Sorento EX,Used,31000
2016,Chevrolet,Corvette Stingray Z51,Used,58950
2019,Subaru,Crosstrek 2.0i Premium,Used,25980
2018,BMW,X5 xDrive35i,Used,38688
2020,Lexus,GS 350 F Sport,Used,46411
2019,BMW,X5 xDrive40i,Used,49990
2019,Toyota,4Runner TRD Pro,Used,49743
2020,Tesla,Model Y Long Range,Used,71591
2022,Mercedes-Benz,GLB 250 Base 4MATIC,Mercedes-Benz Certified,44980
2018,BMW,330 i xDrive,Used,33998
2019,Audi,Q5 2.0T Premium Plus,Used,39392
2020,Tesla,Model Y Long Range,Used,68981
2019,BMW,X5 xDrive40i,BMW Certified,58427
2014,Toyota,RAV4 LE,Used,17336
2019,Tesla,Model 3 Long Range,Used,56199
2016,Subaru,Outback 2.5i Premium,Used,21292
2019,Jeep,Grand Cherokee Altitude,Used,36989
2019,Lexus,RX 350 F Sport,Used,46499
2019,Ford,Explorer XLT,Used,34595
2020,Ford,Edge Sport,Ford Certified,45500
2019,Honda,CR-V EX-L,Used,30888
2019,Subaru,Outback 2.5i Limited,Used,29998
2020,BMW,X3 xDrive30i,Used,43961
2020,Subaru,Ascent Touring 7-Passenger,Used,46588
2019,Alfa,Romeo Stelvio Ti,Alfa Romeo Certified,39995
2017,Audi,Q7 3.0T Premium Plus,Used,33398
2017,Mazda,CX-5 Grand Touring,Used,21988
2019,Audi,SQ5 3.0T Premium,Used,54000
2019,Cadillac,CTS 3.6L Luxury,Used,34000
2019,Mercedes-Benz,C-Class C 300,Used,35509
2021,Honda,Pilot Special Edition,Used,40980
2019,BMW,330 i,Used,35985
2019,Lexus,IS 300 IS 300 F SPORT,Used,39996
2020,Mercedes-Benz,GLC 300 Base,Mercedes-Benz Certified,45698
2018,Cadillac,XT5 Luxury,Cadillac Certified,34793
2019,BMW,X5 xDrive40i,Used,49933
2017,Chevrolet,Equinox LT,Used,17992
2015,Chrysler,200 Limited,Used,4025
2019,INFINITI,QX60 Luxe,Used,36798
2018,Ford,Explorer XLT,Used,32491
2020,Ford,Explorer Limited,Used,42598
2021,Tesla,Model 3 Performance,Used,68000
2019,Mazda,CX-9 Touring,Used,33785
2020,Jeep,Grand Cherokee Summit,Used,46888
2021,Acura,RDX Technology Package,Used,44872
2019,Mercedes-Benz,A-Class A 220 4MATIC,Used,31000
2019,Mazda,CX-5 Grand Touring,Used,31823
2019,Honda,CR-V EX-L,Honda Certified,30793
2016,Cadillac,CT6 3.0L Twin Turbo Luxury,Used,33829
2019,Honda,CR-V EX-L,Honda Certified,28998
2017,BMW,X3 xDrive28i,Used,29988
2019,Honda,Civic Sport,Used,26525
2019,Alfa,Romeo Stelvio Ti,Used,38000
2019,Honda,CR-V EX-L,Honda Certified,33420
2021,Mercedes-Benz,E-Class E 350 4MATIC,Used,66161
2019,Mercedes-Benz,GLC 300 Base 4MATIC,Used,36995
2020,Mercedes-Benz,GLE 350 Base 4MATIC,Used,51466
2019,BMW,540 i xDrive,Used,49788
2019,Jeep,Grand Cherokee Limited,Used,34449
2019,Jeep,Grand Cherokee Limited,Used,34450
2019,Lexus,RX 350 350,Used,44500
2020,Toyota,Prius LE,Used,29719
2021,Cadillac,XT6 Premium Luxury FWD,Used,59441
2019,Mazda,CX-5 Grand Touring,Used,30897
2020,Mercedes-Benz,GLE 350 Base 4MATIC,Mercedes-Benz Certified,62714
2020,Cadillac,XT5 Sport,Cadillac Certified,49999
2021,BMW,X7 xDrive40i,Used,83500
2019,Volkswagen,Jetta 1.4T S,Used,20000
2019,Honda,Pilot EX-L,Used,36539
2020,Toyota,4Runner Limited,Used,45991
2019,Cadillac,XT5 Luxury,Used,33990
2020,GMC,Acadia SLT,Used,32002
2018,Audi,Q5 2.0T Tech Premium,Used,42998
2018,Mazda,CX-5 Grand Touring,Used,29998
2019,Chevrolet,Tahoe LT,Used,43981
2019,Toyota,Highlander LE Plus,Used,34995
2018,BMW,M550 i xDrive,Used,47994
2020,RAM,1500 Limited,Used,56552
2016,Mercedes-Benz,E-Class E 350 4MATIC,Used,24952
2018,Cadillac,XT5 Luxury,Cadillac Certified,36543
2014,Mercedes-Benz,G-Class G 550,Used,77992
2019,Mercedes-Benz,GLS 450 Base 4MATIC,Used,51995
2018,Toyota,4Runner Limited,Used,41246
2021,Tesla,Model Y Long Range,Used,69995
2018,Toyota,4Runner Limited,Toyota Certified,40773
2018,Toyota,4Runner Limited,Used,43555
2018,Cadillac,XTS Luxury,Used,29895
2019,Mercedes-Benz,GLS 450 Base 4MATIC,Used,51995
2019,Audi,A4 2.0T Premium,Used,33994
2019,Jeep,Grand Cherokee Limited,Used,38900
2020,Kia,Sportage LX,Used,26500
2019,Nissan,Altima 2.5 SL,Used,24890
2014,BMW,435 i xDrive,Used,22995
2019,Subaru,Outback 2.5i Limited,Used,29197
2016,Porsche,Cayenne GTS,Used,56998
2016,BMW,X1 xDrive 28i,Used,25500
2018,Audi,Q5 2.0T Tech Premium,Used,32995
2019,Subaru,Forester,Used,27991
2019,Land,Rover Range Rover Evoque SE Premium,Used,37990
2019,Lexus,RX 350,Used,37998
2020,Land,Rover Range Rover HSE,Used,96481
2020,GMC,Yukon SLT,Used,41150
2019,BMW,X3 sDrive30i,BMW Certified,37998
2020,Mercedes-Benz,CLA 250 Base,Mercedes-Benz Certified,38927
2020,Mercedes-Benz,CLA 250 Base,Used,37701
2019,BMW,X7 xDrive40i,Used,73988
2020,Ford,Expedition Limited,Used,59965
2019,Acura,RDX Technology Package,Used,35863
2019,RAM,1500 Limited,Used,45574
2017,Nissan,Armada Platinum,Used,33995
2016,Tesla,Model X 70D,Used,71992
2019,Mercedes-Benz,AMG E 53 Base 4MATIC,Used,67970
2019,Audi,RS 5 2.9T,Used,80998
